order,Distr_ID,Gub_ID,Name_RU,Name_ENG,prov_RU,prov_ENG,district_uk,state_uk
487,731,85,Березовский,Berezovskii,Тобольская губерния,Tobolsk governorate,Березовський повіт,Тобольська губернія
488,739,85,Тюменский,Tiumenskii,Тобольская губерния,Tobolsk governorate,Тюменський повіт,Тобольська губернія
489,732,85,Сургутский,Surgutskii,Тобольская губерния,Tobolsk governorate,Сургутський повіт,Тобольська губернія
490,744,86,Енисейский,Eniseiskii,Енисейская губерния,Enisei governorate,Єнісейський повіт,Єнісейська губернія
491,745,86,Канский,Kanskii,Енисейская губерния,Enisei governorate,Канський повіт,Єнісейська губернія
492,748,86,Ачинский,Achinskii,Енисейская губерния,Enisei governorate,Ачинський повіт,Єнісейська губернія
493,751,87,Мариинский,Mariinskii,Томская губерния,Tomsk governorate,Маріїнський повіт,Томська губернія
494,750,87,Томский,Tomskii,Томская губерния,Tomsk governorate,Томський повіт,Томська губернія
495,753,87,Кузнецкий,Kuznetskii,Томская губерния,Tomsk governorate,Кузнецький повіт,Томська губернія
496,764,90,Акшинский,Akshinskii,Забайкальская область,Transbaikal region,Акшинський повіт,Забайкальська область
497,765,90,Троицкосавский,Troitskosavskii,Забайкальская область,Transbaikal region,Троїцькосавський повіт,Забайкальська область
498,769,90,Читинская,Chitinskaia,Забайкальская область,Transbaikal region,Читинський повіт,Забайкальська область
499,771,91,Киренский,Kirenskii,Иркутская губерния,Irkutsk governorate,Кіренський повіт,Іркутська губернія
500,774,91,Балаганский,Balaganskii,Иркутская губерния,Irkutsk governorate,Балаганський повіт,Іркутська губернія
501,707,81,Темирский,Temirskii,Уральская область,Ural region,Темирський повіт,Уральська область
502,810,101,Казалинский,Kazalinskii,Сырдарьинская область,Syr-Darya region,Казалинський повіт,Сирдар'їнська область
503,797,98,Акмолинский,Akmolinskii,Акмолинская область,Akmola region,Акмолінський повіт,Акмолінська область
504,813,101,Чимкентский,Chimkentskii,Сырдарьинская область,Syr-Darya region,Чимкентський повіт,Сирдар'їнська область
505,815,102,Мангышлакский,Mangyshlakskii,Закаспийская область,Transcaspian region,Мангишлацький повіт,Закаспійська область
506,822,104,Джизакский,Dzhizakskii,Самаркандская область,Samarkand region,Джизакський повіт,Самаркандська область
507,823,104,Катта-Курганский,Katta-Kurganskii,Самаркандская область,Samarkand region,Катта-Курганський повіт,Самаркандська область
508,827,106,Кокандский,Kokandskii,Ферганская область,Fergana region,Кокандський повіт,Ферганська область
509,828,106,Андижанский,Andizhanskii,Ферганская область,Fergana region,Андижанський повіт,Ферганська область
510,145,18,Псковский,Pskovskii,Псковская губерния,Pskov governorate,Псковський повіт,Псковська губернія
511,833,2,Лужский,Luzhskii,Санкт-Петербургская губерния,St. Petersburg governorate,Лузький повіт,Санкт-Петербурзька губернія
512,60,9,Либегицкий,Libelits,Куопиоская губерния,Kuopio governorate,Лібегицький повіт,Куопіоська губернія
513,68,10,Сердоболький,Sordavala,Выборгская губерния,Vyborg governorate,Жалюгідний повіт,Виборзька губернія
514,61,9,Иломантский,Ilomants,Куопиоская губерния,Kuopio governorate,Іломанський повіт,Куопіоська губернія
515,838,10,Кроноборгский,Kronoborg,Выборгская губерния,Vyborg governorate,Кроноборзький повіт,Виборзька губернія
516,56,8,Рантасальмиский,Rantasalmi,Санкт-Михельская губерния,Mikkeli governorate,Рантасальмісський повіт,Санкт-Михельська губернія
517,841,53,Днепровский,Dneprovskii,Таврическая губерния,Taurida governorate,Дніпровський повіт,Таврійська губернія
518,843,95,Корсаковский,Korsakovskii,Остров Сахалин,Sakhalin island,Корсаковський повіт,Острів Сахалін
519,842,95,Александровский,Aleksandrovskii,Остров Сахалин,Sakhalin island,Олександрівський повіт,Острів Сахалін
520,759,88,Уссурийская,Ussuriiskaia,Приморская область,Primorskaya region,Уссурійський повіт,Приморська область
521,760,88,Хабаровская,Khabarovskaia,Приморская область,Primorskaya region,Хабаровський повіт,Приморська область
522,762,89,Амурская,Amurskaia,Амурская область,Amur region,Амурський повіт,Амурська область
523,691,78,Черноярский,Chernoiarskii,Астраханская губерния,Astrakhan governorate,Чорноярський повіт,Астраханська губернія
524,845,78,Калмыцкая степь,Kalmytskaia Step,Астраханская губерния,Astrakhan governorate,Калмицький степ,Астраханська губернія
525,690,78,Енотаевский,Enotaevskii,Астраханская губерния,Astrakhan governorate,Єнотаєвський повіт,Астраханська губернія
526,552,58,Сальский,Salskii,Земля войска Донского,Don Cossack host lands,Сальський повіт,Земля війська Донського
527,804,100,Копальский,Kopalskii,Семиреченская область,Semirechye region,Копальський повіт,Семиріченська область
528,803,100,Лепсинский,Lepsinskii,Семиреченская область,Semirechye region,Лепсинський повіт,Семиріченська область
529,622,71,Пятигорский,Piatigorskii,Терская область,Terek region,П'ятигорський повіт,Терська область
530,619,71,Грозненский,Groznenskii,Терская область,Terek region,Грозненський повіт,Терська область
531,627,71,Сунженский,Sunzhenskii,Терская область,Terek region,Сунженський повіт,Терська область
532,550,72,Большедербетовское,Bolshederbetovskoe,Ставропольская губерния,Stavropol governorate,Більшедербетівський повіт,Ставропольська губернія
533,844,72,Новогригорьевский,Novogrigorevskii,Ставропольская губерния,Stavropol governorate,Новогригоріївський повіт,Ставропольська губернія
534,706,81,Гурьевский,Gurevskii,Уральская область,Ural region,Гуріївський повіт,Уральська область
535,693,78,Красноярский,Krasnoiarskii,Астраханская губерния,Astrakhan governorate,Красноярський повіт,Астраханська губернія
536,746,86,Минусинский,Minusinskii,Енисейская губерния,Enisei governorate,Мінусинський повіт,Єнісейська губернія
537,777,86,Ур-Янхайский край,Ur-Iankhaiskii Krai,Енисейская губерния,Enisei governorate,Ур-Янхайський край,Єнісейська губернія
538,1,1,Лапмарский,Kemin Lappi,Улеаборгская губерния,Oulu governorate,Лапмарський повіт,Улеаборгська губернія
539,24,12,Кольский,Kolskii,Архангельская губерния,Arkhangelsk governorate,Кольський повіт,Архангельська губернія
540,23,12,Кемский,Kemskii,Архангельская губерния,Arkhangelsk governorate,Кемський повіт,Архангельська губернія
541,29,4,Педерсёреский,Pedersöre,Вазаская губерния,Vaasa governorate,Педерсереський повіт,Вазаська губернія
542,32,4,Корсгольмский,Korscholm,Вазаская губерния,Vaasa governorate,Корсгольмський повіт,Вазаська губернія
543,41,5,Вирмоский,Wirmo,Або-Бьернеборгская губерния,Abo-Björneborg governorate,Вірмоський повіт,Або-Б'єрнеборгська губернія
544,49,7,Разеборгский уезд,Raseborgs-Härad,Нюландская губерния,Uusimaa governorate,Розеборгський повіт,Нюландська губернія
545,51,7,Гельсингсский,Helsinge,Нюландская губерния,Uusimaa governorate,Гельсінгський повіт,Нюландська губернія
546,58,9,Рауталампиский,Rautalampi-Härad,Куопиоская губерния,Kuopio governorate,Рауталампіський повіт,Куопіоська губернія
547,69,10,Салмисский,Salmis,Выборгская губерния,Vyborg governorate,Салмісський повіт,Виборзька губернія
548,76,12,Онежский,Onezhskii,Архангельская губерния,Arkhangelsk governorate,Онезький повіт,Архангельська губернія
549,77,12,Архангельская,Arkhangelskaia,Архангельская губерния,Arkhangelsk governorate,Архангельський повіт,Архангельська губернія
550,81,12,Мезенский,Mezenskii,Архангельская губерния,Arkhangelsk governorate,Мезенський повіт,Архангельська губернія
551,82,12,Печорский,Pechorskii,Архангельская губерния,Arkhangelsk governorate,Печорський повіт,Архангельська губернія
552,84,13,Вышневолоцкий,Vyshnevolotskii,Тверская губерния,Tver governorate,Вишневолоцький повіт,Тверська губернія
553,108,15,Яренский,Iarenskii,Вологодская губерния,Vologda governorate,Яренський повіт,Вологодська губернія
554,150,19,Гапсальский,Gapsalskii,Эстляндская губерния,Estonia governorate,Гапсальський повіт,Естляндська губернія
555,165,21,Виндавский,Vindavskii,Курляндская губерния,Kurland governorate,Віндавський повіт,Курляндська губернія
556,354,41,Измаильский,Izmailskii,Бессарабская губерния,Bessarabia governorate,Ізмаїльський повіт,Бессарабська губернія
557,355,41,Аккерманский,Akkermanskii,Бессарабская губерния,Bessarabia governorate,Акерманський повіт,Бессарабська губернія
558,490,53,Бердянский,Berdianskii,Таврическая губерния,Taurida governorate,Бердянський повіт,Таврійська губернія
559,492,53,Евпаторийский,Evpatoriiskii,Таврическая губерния,Taurida governorate,Євпаторійський повіт,Таврійська губернія
560,547,58,Ростовский,Rostovskii,Земля войска Донского,Don Cossack host lands,Ростовський повіт,Земля війська Донського
561,553,59,Темрюкский,Temriukskii,Кубанская область,Kuban region,Темрюцький повіт,Кубанська область
562,591,67,Ленкоранский,Lenkoranskii,Бакинская губерния,Baku governorate,Ленкоранський повіт,Бакинська губернія
563,599,69,Кюринский,Kiurinskii,Дагестанская область,Dagestan region,Кюрінський повіт,Дагестанська область
564,733,85,Туринский,Turinskii,Тобольская губерния,Tobolsk governorate,Туринський повіт,Тобольська губернія
565,734,85,Тарский,Tarskii,Тобольская губерния,Tobolsk governorate,Тарський повіт,Тобольська губернія
566,740,85,Тобольский,Tobolskii,Тобольская губерния,Tobolsk governorate,Тобольський повіт,Тобольська губернія
567,741,86,Дудинский участок,Dudinskii Uchastok,Енисейская губерния,Enisei governorate,Дудинська ділянка,Єнісейська губернія
568,742,86,Тазовский участок,Tazovskii Uchastok,Енисейская губерния,Enisei governorate,Тазовська ділянка,Єнісейська губернія
569,743,86,Верхне-Инбатский участок,Verkhne-Inbatskii Uchastok,Енисейская губерния,Enisei governorate,Верхньо-Інбатська ділянка,Єнісейська губернія
570,749,87,Каинский,Kainskii,Томская губерния,Tomsk governorate,Каїнський повіт,Томська губернія
571,752,87,Ново-Николаевский,Novo-Nikolaevskii,Томская губерния,Tomsk governorate,Ново-Миколаївський повіт,Томська губернія
572,754,87,Бийский,Biiskii,Томская губерния,Tomsk governorate,Бійський повіт,Томська губернія
573,763,90,Нерчинский-Заводский,Nerchinskii-Zavodskii,Забайкальская область,Transbaikal region,Нерчинський-Заводський повіт,Забайкальська область
574,768,90,Верхнеудинский,Verkhneudinskii,Забайкальская область,Transbaikal region,Верхньоудинський повіт,Забайкальська область
575,766,90,Селенгинский,Selenginskii,Забайкальская область,Transbaikal region,Селенгінський повіт,Забайкальська область
576,775,91,Иркутский,Irkutskii,Иркутская губерния,Irkutsk governorate,Іркутський повіт,Іркутська губернія
577,773,91,Нижнеудинский,Nizhneudinskii,Иркутская губерния,Irkutsk governorate,Нижньовдинський повіт,Іркутська губернія
578,776,86,Усинский пограничный округ,Usinskii Pogranichnyi Okrug,Енисейская губерния,Enisei governorate,Усинський прикордонний округ,Єнісейська губернія
579,785,96,Верхоянский,Verkhoianskii,Якутская область,Yakutsk region,Верхоянський повіт,Якутська область
580,786,96,Олёкминский,Olekminskii,Якутская область,Yakutsk region,Олекмінський повіт,Якутська область
581,787,96,Вилюйский,Viliuiskii,Якутская область,Yakutsk region,Вілюйський повіт,Якутська область
582,788,96,Якутский,Iakutskii,Якутская область,Yakutsk region,Якутський повіт,Якутська область
583,789,97,Актюбинский,Aktiubinskii,Тургайская область,Turgay region,Актюбінський повіт,Тургайська область
584,790,97,Иргизский,Irgizskii,Тургайская область,Turgay region,Іргизький повіт,Тургайська область
585,792,97,Тургайский,Turgaiskii,Тургайская область,Turgay region,Тургайський повіт,Тургайська область
586,795,98,Кокчетавский,Kokchetavskii,Акмолинская область,Akmola region,Кокчетавський повіт,Акмолінська область
587,796,98,Атбасарский,Atbasarskii,Акмолинская область,Akmola region,Атбасарський повіт,Акмолінська область
588,756,87,Барнаульский,Barnaulskii,Томская губерния,Tomsk governorate,Барнаульський повіт,Томська губернія
589,798,99,Павлодарский,Pavlodarskii,Семипалатинская область,Semipalatinsk region,Павлодарський повіт,Семипалатинська область
590,799,99,Каркаралинский,Karkaralinskii,Семипалатинская область,Semipalatinsk region,Каркаралінський повіт,Семипалатинська область
591,800,99,Семипалатинский,Semipalatinskii,Семипалатинская область,Semipalatinsk region,Семипалатинський повіт,Семипалатинська область
592,801,99,Усть-Каменогорский,Ust-Kamenogorskii,Семипалатинская область,Semipalatinsk region,Усть-Каменогорський повіт,Семипалатинська область
593,802,99,Зайсанский,Zaisanskii,Семипалатинская область,Semipalatinsk region,Зайсанський повіт,Семипалатинська область
594,812,101,Амударьинский отдел,Amudarinskii Otdel,Сырдарьинская область,Syr-Darya region,Амудар'їнський відділ,Сирдар'їнська область
595,816,102,Красноводский,Krasnovodskii,Закаспийская область,Transcaspian region,Красноводський повіт,Закаспійська область
596,817,102,Асхабадский,Askhabadskii,Закаспийская область,Transcaspian region,Асхабадський повіт,Закаспійська область
597,818,102,Тедженский,Tedzhenskii,Закаспийская область,Transcaspian region,Тедженський повіт,Закаспійська область
598,819,102,Мервский,Mervskii,Закаспийская область,Transcaspian region,Мервський повіт,Закаспійська область
599,824,104,Самаркандский,Samarkandskii,Самаркандская область,Samarkand region,Самаркандський повіт,Самаркандська область
600,825,105,Бухара,Bukhara,Бухара,Bukhara,Бухара,Бухара
601,830,106,Ошский,Oshskii,Ферганская область,Fergana region,Ошський повіт,Ферганська область
602,834,2,Ямбургский,Iamburgskii,Санкт-Петербургская губерния,St. Petersburg governorate,Ямбурзький повіт,Санкт-Петербурзька губернія
603,835,20,Эзельский,Ezelskii,Лифляндская губерния,Livonia governorate,Езельський повіт,Ліфляндська губернія
604,783,95,Тымовский,Tymovskii,Остров Сахалин,Sakhalin island,Тимовський повіт,Острів Сахалін
605,784,96,Колымский,Kolymskii,Якутская область,Yakutsk region,Колимський повіт,Якутська область
606,780,88,Петропавловская,Petropavlovskaia,Приморская область,Primorskaya region,Петропавлівський повіт,Приморська область
607,781,88,Анадырская,Anadyrskaia,Приморская область,Primorskaya region,Анадирський повіт,Приморська область
608,779,88,Гижигинская,Gizhiginskaia,Приморская область,Primorskaya region,Гіжигінський повіт,Приморська область
609,840,88,Командорская,Komandorskaia,Приморская область,Primorskaya region,Командорський повіт,Приморська область
610,778,88,Охотская,Okhotskaia,Приморская область,Primorskaya region,Охотський повіт,Приморська область
611,761,88,Удская,Udskaia,Приморская область,Primorskaya region,Удський повіт,Приморська область
612,758,88,Южно-Уссурийская,Iuzhno-Ussuriiskaia,Приморская область,Primorskaya region,Південно-Уссурійський повіт,Приморська область
613,689,78,Астраханский,Astrakhanskii,Астраханская губерния,Astrakhan governorate,Астраханський повіт,Астраханська губернія
614,805,100,Джаркентский,Dzharkentskii,Семиреченская область,Semirechye region,Джаркентський повіт,Семиріченська область
615,806,100,Верненский,Vernenskii,Семиреченская область,Semirechye region,Верненський повіт,Семиріченська область
616,807,100,Пишпекский,Pishpekskii,Семиреченская область,Semirechye region,Пішпекський повіт,Семиріченська область
617,808,100,Пржевальский,Przhevalskii,Семиреченская область,Semirechye region,Пржевальський повіт,Семиріченська область
618,617,71,Кизлярский,Kizliarskii,Терская область,Terek region,Кізлярський повіт,Терська область
619,26,9,Пиелисьярвиский,Pielisjärvi,Куопиоская губерния,Kuopio governorate,Пієліярвіський повіт,Куопіоська губернія
620,7,2,Царскосельский,Tsarskoselskii,Санкт-Петербургская губерния,St. Petersburg governorate,Царськосільський повіт,Санкт-Петербурзька губернія
621,152,20,Верроский,Verroskii,Лифляндская губерния,Livonia governorate,Вероський повіт,Ліфляндська губернія
622,11,2,Новоладожский,Novoladozhskii,Санкт-Петербургская губерния,St. Petersburg governorate,Новоладозький повіт,Санкт-Петербурзька губернія
623,14,3,Белозерский,Belozerskii,Новгородская губерния,Novgorod governorate,Білозерський повіт,Новгородська губернія
624,15,3,Кирилловский,Kirillovskii,Новгородская губерния,Novgorod governorate,Кириловський повіт,Новгородська губернія
625,16,3,Череповецкий,Cherepovetskii,Новгородская губерния,Novgorod governorate,Череповецький повіт,Новгородська губернія
626,17,3,Устюженский,Ustiuzhenskii,Новгородская губерния,Novgorod governorate,Устюженський повіт,Новгородська губернія
627,19,3,Крестецкий,Krestetskii,Новгородская губерния,Novgorod governorate,Крестецький повіт,Новгородська губернія
628,20,3,Валдайский,Valdaiskii,Новгородская губерния,Novgorod governorate,Валдайський повіт,Новгородська губернія
629,21,3,Демянский,Demianskii,Новгородская губерния,Novgorod governorate,Дем'янський повіт,Новгородська губернія
630,22,3,Старорусский,Starorusskii,Новгородская губерния,Novgorod governorate,Староросійський повіт,Новгородська губернія
631,25,11,Повенецкий,Povenetskii,Олонецкая губерния,Olonets governorate,Повенецький повіт,Олонецька губернія
632,74,11,Петрозаводский,Petrozavodskii,Олонецкая губерния,Olonets governorate,Петрозаводський повіт,Олонецька губернія
633,28,1,Салоский,Salo,Улеаборгская губерния,Oulu governorate,Салоський повіт,Улеаборгська губернія
634,43,6,Руовесиский,Ruovesi,Тавастгусская губерния,Häme governorate,Руовесиський повіт,Тавастгуська губернія
635,31,4,Лаппоский,Lapua,Вазаская губерния,Vaasa governorate,Лапоський повіт,Вазаська губернія
636,36,5,Тюрвисский,Tyrvis,Або-Бьернеборгская губерния,Abo-Björneborg governorate,Тюрвіський повіт,Або-Б'єрнеборгська губернія
637,37,5,Лоймииокский,Lolmijoki,Або-Бьернеборгская губерния,Abo-Björneborg governorate,Лойміїокський повіт,Або-Б'єрнеборгська губернія
638,47,6,Голлолаский,Hollola,Тавастгусская губерния,Häme governorate,Гололасський повіт,Тавастгуська губернія
639,52,7,Перноский,Pernå,Нюландская губерния,Uusimaa governorate,Перноський повіт,Нюландська губернія
640,54,8,С.-Михельский,St. Michels,Санкт-Михельская губерния,Mikkeli governorate,С.-Міхельський повіт,Санкт-Михельська губернія
641,55,8,Иоккасский,Iockas,Санкт-Михельская губерния,Mikkeli governorate,Іоккаський повіт,Санкт-Михельська губернія
642,57,9,Инсальмиский,Idensalmi,Куопиоская губерния,Kuopio governorate,Інсальмісський повіт,Куопіоська губернія
643,70,11,Олонецкий,Olonetskii,Олонецкая губерния,Olonets governorate,Олонецький повіт,Олонецька губернія
644,71,11,Лодейнопольский,Lodeinopolskii,Олонецкая губерния,Olonets governorate,Лодейнопільський повіт,Олонецька губернія
645,72,11,Вытегорский,Vytegorskii,Олонецкая губерния,Olonets governorate,Витігорський повіт,Олонецька губернія
646,73,11,Пудожский,Pudozhskii,Олонецкая губерния,Olonets governorate,Пудозький повіт,Олонецька губернія
647,75,11,Каргопольский,Kargopolskii,Олонецкая губерния,Olonets governorate,Каргопільський повіт,Олонецька губернія
648,78,12,Холмогорский,Kholmogorskii,Архангельская губерния,Arkhangelsk governorate,Холмогорський повіт,Архангельська губернія
649,79,12,Шенкурский,Shenkurskii,Архангельская губерния,Arkhangelsk governorate,Шенкурський повіт,Архангельська губернія
650,80,12,Пинежский,Pinezhskii,Архангельская губерния,Arkhangelsk governorate,Пінезький повіт,Архангельська губернія
651,92,13,Ржевский,Rzhevskii,Тверская губерния,Tver governorate,Ржевський повіт,Тверська губернія
652,104,14,Романово-Борисоглебский,Romanovo-Borisoglebskii,Ярославская губерния,Yaroslavl governorate,Романово-Борисоглібський повіт,Ярославська губернія
653,103,14,Рыбинский,Rybinskii,Ярославская губерния,Yaroslavl governorate,Рибинський повіт,Ярославська губернія
654,105,15,Вологодский,Vologodskii,Вологодская губерния,Vologda governorate,Вологодський повіт,Вологодська губернія
655,106,15,Вельский,Velskii,Вологодская губерния,Vologda governorate,Вельський повіт,Вологодська губернія
656,110,15,Тотемский,Totemskii,Вологодская губерния,Vologda governorate,Тотемський повіт,Вологодська губернія
657,114,16,Солигаличский,Soligalichskii,Костромская губерния,Kostroma governorate,Солігалицький повіт,Костромська губернія
658,189,24,Котельнический,Kotelnicheskii,Вятская губерния,Viatka governorate,Котельницький повіт,Вятська губернія
659,117,16,Ветлужский,Vetluzhskii,Костромская губерния,Kostroma governorate,Ветлузький повіт,Костромська губернія
660,115,16,Чухломский,Chukhlomskii,Костромская губерния,Kostroma governorate,Чухломський повіт,Костромська губернія
661,648,74,Семеновский,Semenovskii,Нижегородская губерния,Nizhny Novgorod governorate,Семенівський повіт,Нижегородська губернія
662,119,16,Макарьевский,Makarevskii,Костромская губерния,Kostroma governorate,Макаріївський повіт,Костромська губернія
663,120,16,Буйский,Buiskii,Костромская губерния,Kostroma governorate,Буйський повіт,Костромська губернія
664,123,16,Кинешемский,Kineshemskii,Костромская губерния,Kostroma governorate,Кінешемський повіт,Костромська губернія
665,129,17,Меленковский,Melenkovskii,Владимирская губерния,Vladimir governorate,Меленківський повіт,Володимирська губернія
666,130,17,Ковровский,Kovrovskii,Владимирская губерния,Vladimir governorate,Коврівський повіт,Володимирська губернія
667,136,17,Покровский,Pokrovskii,Владимирская губерния,Vladimir governorate,Покровський повіт,Володимирська губернія
668,142,18,Новоржевский,Novorzhevskii,Псковская губерния,Pskov governorate,Новоржевський повіт,Псковська губернія
669,169,22,Новоалександровский,Novoaleksandrovskii,Ковенская губерния,Kovno governorate,Новоолександрівський повіт,Ковенська губернія
670,161,21,Бауский,Bauskii,Курляндская губерния,Kurland governorate,Бауський повіт,Курляндська губернія
671,162,21,Добленский,Doblenskii,Курляндская губерния,Kurland governorate,Добленський повіт,Курляндська губернія
672,164,21,Тальсенский,Talsenskii,Курляндская губерния,Kurland governorate,Тальсенський повіт,Курляндська губернія
673,168,21,Гробинский,Grobinskii,Курляндская губерния,Kurland governorate,Гробинський повіт,Курляндська губернія
674,172,22,Россиенский,Rossienskii,Ковенская губерния,Kovno governorate,Російський повіт,Ковенська губернія
675,174,22,Шавельский,Shavelskii,Ковенская губерния,Kovno governorate,Шавельський повіт,Ковенська губернія
676,178,23,Режицкий,Rezhitskii,Витебская губерния,Vitebsk governorate,Режицький повіт,Вітебська губернія
677,181,23,Себежский,Sebezhskii,Витебская губерния,Vitebsk governorate,Себізький повіт,Вітебська губернія
678,184,23,Городокский,Gorodokskii,Витебская губерния,Vitebsk governorate,Городоцький повіт,Вітебська губернія
679,187,23,Лепельский,Lepelskii,Витебская губерния,Vitebsk governorate,Лепельський повіт,Вітебська губернія
680,191,24,Орловский,Orlovskii,Вятская губерния,Viatka governorate,Орловський повіт,Вятська губернія
681,194,24,Слободский,Slobodskii,Вятская губерния,Viatka governorate,Слобідський повіт,Вятська губернія
682,196,24,Елабужский,Elabuzhskii,Вятская губерния,Viatka governorate,Єлабузький повіт,Вятська губернія
683,205,25,Сейнский,Seinskii,Сувалкская губерния,Suwałki governorate,Сейнський повіт,Сувалкська губернія
684,208,26,Ошмянский,Oshmianskii,Виленская губерния,Vilna governorate,Ошмянський повіт,Віленська губернія
685,209,26,Вилейский,Vileiskii,Виленская губерния,Vilna governorate,Вілейський повіт,Віленська губернія
686,305,37,Борисовский,Borisovskii,Минская губерния,Minsk governorate,Борисівський повіт,Мінська губернія
687,211,26,Виленский,Vilenskii,Виленская губерния,Vilna governorate,Віленський повіт,Віленська губернія
688,212,26,Свенцянский,Sventsianskii,Виленская губерния,Vilna governorate,Вінцянський повіт,Віленська губернія
689,219,27,Мазовецкий,Mazovetskii,Ломжинская губерния,Łomża governorate,Мазовецький повіт,Ломжинська губернія
690,222,28,Праснышский,Prasnyshskii,Плоцкая губерния,Płock governorate,Праснишський повіт,Плоцька губернія
691,224,28,Млавский,Mlavskii,Плоцкая губерния,Płock governorate,Млавський повіт,Плоцька губернія
692,229,29,Нешавский,Neshavskii,Варшавская губерния,Warsaw governorate,Нешавський повіт,Варшавська губернія
693,254,31,Лаский,Laskii,Петроковская губерния,Piotrków governorate,Ласкавий повіт,Петроківська губернія
694,264,32,Меховской,Mekhovskoi,Келецкая губерния,Kielce governorate,Меховській повіт,Келецька губернія
695,268,33,Радомский,Radomskii,Радомская губерния,Radom governorate,Радомський повіт,Радомська губернія
696,280,107,Соколовский,Sokolovskii,Седлецкая губерния,Siedlce governorate,Соколовський повіт,Седлецька губернія
697,291,107,Бельский,Belskii,Седлецкая губерния,Siedlce governorate,Бєльський повіт,Седлецька губернія
698,299,36,Слонимский,Slonimskii,Гродненская губерния,Grodno governorate,Слонімський повіт,Гродненська губернія
699,300,36,Кобринский,Kobrinskii,Гродненская губерния,Grodno governorate,Кобринський повіт,Гродненська губернія
700,304,37,Минский,Minskii,Минская губерния,Minsk governorate,Мінський повіт,Мінська губернія
701,306,37,Игуменский,Igumenskii,Минская губерния,Minsk governorate,Ігуменський повіт,Мінська губернія
702,307,37,Слуцкий,Slutskii,Минская губерния,Minsk governorate,Слуцький повіт,Мінська губернія
703,323,38,Овручский,Ovruchskii,Волынская губерния,Volhynian governorate,Овруцький повіт,Волинська губернія
704,312,38,Ковельский,Kovelskii,Волынская губерния,Volhynian governorate,Ковельський повіт,Волинська губернія
705,314,38,Луцкий,Lutskii,Волынская губерния,Volhynian governorate,Луцький повіт,Волинська губернія
706,316,38,Кременецкий,Kremenetskii,Волынская губерния,Volhynian governorate,Кременецький повіт,Волинська губернія
707,320,38,Изяславский,Iziaslavskii,Волынская губерния,Volhynian governorate,Ізяславський повіт,Волинська губернія
708,325,39,Каменец-Подольский,Kamenets-Podolskii,Подольская губерния,Podolsk governorate,Кам'янець-Подільський повіт,Подільська губернія
709,330,39,Ушицкий,Ushitskii,Подольская губерния,Podolsk governorate,Ушицький повіт,Подільська губернія
710,333,39,Ольгопольский,Olgopolskii,Подольская губерния,Podolsk governorate,Ольгопільський повіт,Подільська губернія
711,332,39,Ямпольский,Iampolskii,Подольская губерния,Podolsk governorate,Ямпільський повіт,Подільська губернія
712,334,39,Гайсинский,Gaisinskii,Подольская губерния,Podolsk governorate,Гайсинський повіт,Подільська губернія
713,336,40,Радомысльский,Radomyslskii,Киевская губерния,Kiev governorate,Радомисловський повіт,Київська губернія
714,344,40,Киевский,Kievskii,Киевская губерния,Kiev governorate,Київський повіт,Київська губернія
715,338,40,Сквирский,Skvirskii,Киевская губерния,Kiev governorate,Сквирський повіт,Київська губернія
716,340,40,Уманский,Umanskii,Киевская губерния,Kiev governorate,Уманський повіт,Київська губернія
717,345,40,Васильковский,Vasilkovskii,Киевская губерния,Kiev governorate,Васильківський повіт,Київська губернія
718,347,40,Черкасский,Cherkasskii,Киевская губерния,Kiev governorate,Черкаський повіт,Київська губернія
719,353,41,Бендерский,Benderskii,Бессарабская губерния,Bessarabia governorate,Бендерський повіт,Бессарабська губернія
720,357,42,Ананьевский,Ananevskii,Херсонская губерния,Kherson governorate,Ананьєвський повіт,Херсонська губернія
721,386,44,Глуховский,Glukhovskii,Черниговская губерния,Chernigov governorate,Глухівський повіт,Чернігівська губернія
722,393,45,Рогачевский,Rogachevskii,Могилевская губерния,Mogilev governorate,Рогачевський повіт,Могилівська губернія
723,406,46,Юхновский,Iukhnovskii,Смоленская губерния,Smolensk governorate,Юхновський повіт,Смоленська губернія
724,411,46,Сычевский,Sychevskii,Смоленская губерния,Smolensk governorate,Сичевський повіт,Смоленська губернія
725,412,46,Духовщинский,Dukhovshchinskii,Смоленская губерния,Smolensk governorate,Духівщинський повіт,Смоленська губернія
726,417,47,Малоярославский,Maloiaroslavskii,Калужская губерния,Kaluga governorate,Малоярославський повіт,Калузька губернія
727,441,49,Белевский,Belevskii,Тульская губерния,Tula governorate,Білевський повіт,Тульська губернія
728,420,47,Лихвинский,Likhvinskii,Калужская губерния,Kaluga governorate,Лихвінський повіт,Калузька губернія
729,446,49,Новосильский,Novosilskii,Тульская губерния,Tula governorate,Новосільський повіт,Тульська губернія
730,451,50,Брянский,Brianskii,Орловская губерния,Orel governorate,Брянський повіт,Орловська губернія
731,453,50,Севский,Sevskii,Орловская губерния,Orel governorate,Севський повіт,Орловська губернія
732,463,51,Дмитриевский,Dmitrievskii,Курская губерния,Kursk governorate,Дмитрієвський повіт,Курська губернія
733,461,50,Елецкий,Eletskii,Орловская губерния,Orel governorate,Єлецький повіт,Орловська губернія
734,478,52,Сумский,Sumskii,Харьковская губерния,Kharkov governorate,Сумський повіт,Харківська губернія
735,484,52,Змиевский,Zmievskii,Харьковская губерния,Kharkov governorate,Зміївський повіт,Харківська губернія
